TIC ID,Imaging Observations,Spectroscopy Observations,Time Series Observations,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Predicted Radial Velocity Semi-amplitude (m/s),TESS Mag,TESS Mag err,Planet Num,TESS Disposition,TFOPWG Disposition,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Comments,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,score_m,score_obs,priority_score
439456714,7,2,3,277.01,,4,5,5,4,4,4,4,14.9,106.2,16.84,10.5,11.7315,0.007,1,PC,CP,spoc,UNKNOWN,19.076698,-20.953277,-115.432,0.067,-249.177,0.049,2458385.036312,0.0007959427,3.9934418270472,8.306464e-06,1.9693064725507,0.11264866,6.317673,0.278102,5801.895715864,256.10855,4.25566447395257,0.24329622,28.235972054029,587.9229796377,20.975157,64.6692,0.13825,3748.0,64.0,4.7573,0.343554,0.523113012313843,0.015618,,,0.520428,0.020342,"3,30",,2018-11-30,2021-07-13,2025-07-31,0.22592465845743798,0.9031285396874766,0.5645265990724573
246965431,4,4,10,5319.01,,2,5,5,2,4,4,4,11.3,111.5,13.78,8.8,12.0828,0.006,1,PC,CP,qlp-s43-faintsearch,FAINT,35.213556,23.520441,41.969,0.122,-86.743,0.084,2459884.041681,0.0031516561,4.0785273,1.7e-05,1.561,0.553,4.929559,0.04375,4530.0,40.2943,3.74681,0.617629,38.7885,695.0,24.0,61.171,0.2085,3580.0,124.3,4.77,0.18,0.48,0.07,,,0.5,0.0961848,"18,42,43,58",slightly fainter star (TIC 620306169) 3 arcsec away; found in faint-star QLP search; L1 candidate,2022-02-28,2024-08-22,2025-07-31,0.32666666666666666,0.7767266666666667,0.5516966666666667
7439480,2,0,4,6110.01,,3,4,4,3,3,4,4,83.4,201.2,56.71,50.7,13.0739,0.009,1,PC,PC,qlp-s38-7439480,CTOI,212.929098,-29.97494,-78.6,0.072,24.87,0.066,2459360.305123,0.000416,1.2541235,1.7e-06,1.105,0.083,25.274704,0.012438,23010.0,11.4553,8.66923,0.339334,78.6048,829.0,46.0,122.281,0.637,3642.0,157.0,4.7,0.01,0.54,0.02,,,0.537459,0.0209364,"11,38",true source of the signal previously released on TIC 7439480 as TOI 4339.01,2023-03-23,2023-03-23,2025-07-31,0.26009523809523805,0.8269799999999999,0.543537619047619
16005254,1,1,3,5344.01,,3,5,5,3,4,4,4,37.2,132.1,68.58,40.9,13.2239,0.007,1,PC,CP,qlp-s44-faintsearch,FAINT,63.266216,20.915157,40.291,0.1,-22.02,0.075,2459522.82521,0.0011749,3.7927572,0.000182,1.47,0.096,26.865037,0.017872,24440.0,16.4604,9.66312,0.390388,13.7486,536.0,30.0,138.367,1.3235,3575.0,157.0,4.67,0.01,0.58,0.02,,,0.57434,0.0204236,"43,44",found in faint-star QLP search,2022-02-28,2024-08-22,2025-07-31,0.2621428571428571,0.8191466666666667,0.5406447619047619
328081248,2,4,5,5799.01,TIC 328081248.01,1,5,5,1,4,4,4,5.6,110.5,4.62,3.8,11.1798,0.007,1,PC,CP,spoc-s54-b02,SPOC,301.630179,15.989142,177.635,0.044,244.205,0.036,2459772.334479,0.0022545578,4.1645448195356,0.0007537476,1.5725422489736,0.18608984,2.839914,0.230794,2612.2397483536,212.54678,1.98813927846771,0.1830108,13.326530055103,487.30292738925,12.77098,27.8123,0.02505,3521.0,157.0,4.8805,0.000953871,0.343358010053635,0.0102719,,,0.32653,0.020234,54,potential multi,2022-09-22,2022-09-22,2025-07-31,0.4430470409166243,0.6347305881674081,0.5388888145420162
308120029,1,0,1,6330.01,,3,4,4,3,3,4,4,19.4,122.7,76.54,42.6,13.7853,0.007,1,PC,PC,qlp-s58-faintsearch,FAINT,22.167982,53.686078,-35.668,0.164,-45.075,0.073,2459901.36046,0.0009035,6.8498533,0.0007501,1.525,0.138,36.583156,2.911186,33133.0,2677.71,10.4676,0.473346,3.94674,392.0,22.0,139.042,1.1375,3522.0,157.0,4.76,0.01,0.48,0.01,,,0.473309,0.0205459,58,found in faint-star QLP search,2023-05-03,2024-08-22,2025-07-31,0.3515238095238095,0.7183788671666668,0.5349513383452381
343628284,6,1,4,1448.01,,2,5,5,2,4,4,4,1.6,44.4,7.46,4.6,13.1717,0.007,1,PC,CP,spoc-s57-b0A,SPOC,316.324003,57.771095,-15.721,0.074,-64.779,0.065,2459857.185608,0.0054910127,8.0970818559645,0.0026823257,3.1278520002215,0.65918344,5.140159,0.653181,4723.0724376419,601.42126,2.63540427655515,0.835383,5.363227537625,388.12918935476,7.6244526,73.3345,0.17285,3391.0,157.0,4.84373,0.0021442,0.381585985422134,0.0113779,,,0.370553,0.0202547,"15,16,57",There is scattered light which may have caused the centroid shift.,2019-11-14,2023-01-30,2025-07-31,0.4732760097185773,0.5963653671681929,0.534820688443385
299798795,1,4,16,1224.01,,1,5,5,1,4,4,4,4.7,78.2,5.08,3.7,11.556,0.008,1,PC,CP,spoc-s01-s69-b0A-PC,SPOC,37.197836,-80.899105,159.883,0.072,27.053,0.066,2458327.705053,0.0005623482,4.178265603153,5.234576e-06,1.6759040161146,0.14986727,2.758751,0.161169,2537.678160185,148.4311,2.10238537850638,0.30378047,13.929528843708,492.72415832763,18.81182,37.3312,0.06,3442.0,64.0,4.893,0.382128,0.404403001070023,0.0120014,,,0.396442,0.020234,"1,13,27,28,39,66,67,68",variable flaring star; potential multi,2019-08-26,2024-04-24,2025-07-31,0.43620752309617505,0.6322110533519534,0.5342092882240642
302895996,4,0,1,531.01,,5,5,5,5,5,5,5,17.7,89.0,7.63,11.2,13.8097,0.01,1,PC,FP,spoc,SPOC,83.11641,15.555883,-48.4,2.0,-52.05,2.0,2458468.847149,0.002165,0.567995,0.000108,1.408867,0.400217,5.669893,0.543539,5208.552517,500.4922,2.671369,1.172365,185.07423456246,940.71103824199,9.056893,167.3049,,3462.0,103.0,4.88307,0.464398,0.368,0.073,,,0.377,0.091,6,,2019-03-28,2019-03-28,2025-07-31,0.4519047619047619,0.5956864346933335,0.5237955982990476
35009898,16,5,11,654.01,,1,5,5,1,4,4,4,12.6,93.4,7.34,7.3,12.2255,0.007,1,PC,CP,spoc-s01-s72-b0A-PC,SPOC/QLP,164.724551,-5.547545,99.174,0.097,-266.107,0.069,2458543.433731,0.00051291025,1.5275638978134,3.076959e-06,1.3727054860158,0.08139971,3.144959,0.133552,2892.4227935759,122.99816,2.61033182912874,0.13460043,59.36694716774,707.95544893749,25.678757,57.7553,0.18245,3433.0,86.0,4.89676,0.432223,0.427953004837036,0.0127854,,,0.422643,0.0203147,"9,36,45,46,62,72",check neighbor TIC 35009899 (Tmag ~ 16.2),2019-05-07,2024-09-19,2025-07-31,0.424364663441976,0.6204173396865986,0.5223910015642873
165202476,0,1,5,4666.01,,3,5,5,3,4,4,4,75.2,189.4,109.43,70.5,13.3272,0.008,1,PC,CP,qlp-s31-faintsearch,FAINT,56.289886,-39.06318,4.108,0.035,-22.098,0.046,2459168.476368,0.0009683,2.9093856,0.0001922,2.075,0.101,50.17349,0.017556,45160.0,16.1691,12.8688,0.465005,46.992,729.0,68.0,154.749,0.5445,3666.0,157.0,4.66,0.01,0.59,0.02,,,0.577043,0.0203816,31,found in faint-star QLP search,2021-12-21,2024-08-22,2025-09-01,0.21647619047619046,0.82179,0.5191330952380953
71268730,3,0,6,5375.01,TIC 71268730.01,3,4,4,3,3,4,4,129.4,269.6,91.0,67.5,12.456,0.009,1,PC,PC,spoc-s14-s55-b0A-PC,SPOC,113.784894,71.400673,48.468,0.019,19.008,0.028,2459580.736149,0.00032540015,1.7215575425862,1.41452e-06,1.7411525163518,0.01620373,35.104581,0.343193,31815.406006026,316.04227,11.4801145409534,0.3511035,140.27857679643,877.74342984785,113.69737,121.333,0.221,3865.0,157.0,4.62323,0.0113623,0.633426010608673,0.0187028,,,0.614549,0.0202159,"40,47,53",orbital period close to variability period; active host,2022-03-01,2023-03-17,2025-07-31,0.10223980245136084,0.9305717505450601,0.5164057764982105
153065527,3,5,29,406.01,,1,5,5,1,4,4,4,1.0,57.6,4.51,2.3,11.2828,0.007,1,PC,CP,spoc-s01-s36-b0A-PC,SPOC,49.262643,-42.244149,41.675,0.055,-412.827,0.074,2458388.56746,0.0011397607,13.175729434532,3.133705e-05,2.1570272312819,0.26255363,2.69526,0.139984,2479.3477137805,128.92201,1.96023728527943,0.4459335,2.6453173647939,325.26639420526,16.977493,31.0597,0.03405,3349.0,63.0,4.94138,0.395255,0.388608992099762,0.0116001,,,0.378565,0.0202713,"3,4,30,31",,2019-05-17,2024-09-06,2025-11-08,0.48659400526682534,0.513094755063095,0.49984438016496013
250111245,0,1,6,5293.01,,3,5,5,3,4,4,4,58.3,179.9,97.44,64.9,13.9766,0.006,1,PC,CP,qlp-s42-faintsearch,FAINT,355.828682,-2.045095,-16.78,0.113,0.39,0.059,2459466.496662,0.0009681,2.9304371,0.0002822,1.73,0.087,56.639992,0.036549,50830.0,33.6627,11.8933,,31.8905,662.0,21.0,162.229,1.3055,3692.0,122.0,4.77,,0.5,,,,0.545,,42,found in faint-star QLP search,2022-02-28,2024-08-22,2025-07-31,0.2653333333333333,0.7274533333333335,0.4963933333333334
114947483,2,1,2,5859.01,,3,4,3,3,4,4,4,16.3,70.3,33.18,19.7,13.1338,0.007,1,PC,PC,qlp-s54-faintsearch,FAINT,285.361705,29.021536,-21.405,0.03,31.972,0.036,2459794.556309,0.0015386,3.3787501,1.1e-05,1.837,0.207,10.341878,0.676997,9480.0,623.343,6.36345,1.73476,39.4252,698.0,19.0,165.237,0.6525,3769.0,157.0,4.63,0.01,0.63,0.02,,,0.610297,0.0202476,"14,40,53,54",found in faint-star QLP search,2022-11-02,2024-08-22,2025-07-31,0.14566666666666664,0.8433933333333332,0.4945299999999999
111778581,0,0,0,7494.01,TIC 111778581.01,3,4,3,3,1,4,4,8.6,90.6,69.42,32.2,13.8727,0.007,1,PC,PC,spoc-s92-b02,CTOI,344.326437,-17.395485,25.087,0.128,-31.847,0.085,2460804.362235,0.0013741241,11.4212058914,0.0018647399,2.3067410947554,0.12838806,45.624429,1.844814,41150.980909197,1697.6941,9.789782660106992,0.4899824,2.1679039122592,309.47798238156,26.503975,148.033,1.283,3555.0,157.0,4.75533,0.00779429,0.4795889854431152,0.0146346,,,0.477525,0.0205694,92,CTOI from Marco Montalto; Gaia DR3 RV error ~4 km/s,2025-09-03,2025-09-03,2025-09-18,0.33765496208554224,0.6488762267164101,0.49326559440097617
288144647,3,4,3,6223.01,,3,4,4,3,4,4,4,11.2,64.5,21.69,12.6,12.6758,0.007,1,PC,CP,qlp-s57-faintsearch,FAINT,355.950598,33.067236,14.046,0.037,-29.305,0.021,2459879.618086,0.0025541,3.8553342,0.0006445,1.895,0.411,7.215842,0.569504,6624.0,524.395,4.94518,0.273157,41.8646,708.0,17.0,133.122,0.535,3909.0,157.0,4.65,0.01,0.6,0.02,,,0.587363,0.0202831,57,found in faint-star QLP search,2023-04-03,2024-08-22,2025-07-31,0.10566666666666666,0.8763133333333334,0.49099000000000004
26054627,1,0,6,5349.01,,3,5,5,3,4,4,4,29.2,97.2,64.39,39.7,13.8117,0.007,1,PC,CP,qlp-s44-faintsearch,FAINT,52.71257,20.879628,37.14,0.131,-19.382,0.089,2459521.813826,0.0017811,3.3176675,0.0001424,1.796,0.141,27.499597,0.022586,25010.0,20.8026,9.42671,0.409875,29.6839,650.0,25.0,188.336,2.1015,3640.0,157.0,4.66,0.01,0.59,0.02,,,0.576672,0.0204883,"42,43,44",found in faint-star QLP search,2022-02-28,2024-08-22,2025-09-25,0.2276190476190476,0.7516400000000001,0.48962952380952385
18885659,0,0,5,7189.01,,3,4,4,3,1,4,4,56.2,144.3,103.22,66.6,13.8273,0.007,1,PC,PC,qlp-s80-faintsearch,FAINT,273.037898,2.188262,3.722,0.073,-22.469,0.077,2460503.943244,0.0019954,2.8890956,0.0005007,2.232,0.628,39.925681,14.201948,36105.0,12995.3,12.4627,2.19301,94.1363,867.0,18.0,192.09,1.598,3643.0,157.0,4.66,0.01,0.59,0.02,,,0.575899,0.0203847,80,found in faint-star QLP search,2025-03-06,2025-03-06,2025-07-31,0.22633333333333333,0.7524933333333336,0.4894133333333335
291109653,4,5,5,5486.01,,2,4,4,2,3,4,4,15.4,87.2,14.0,10.5,12.2937,0.007,1,PC,PC,qlp-s46-faintsearch,FAINT,190.549504,3.788601,-59.662,0.07,-96.926,0.037,2459691.062965,0.0014577,2.0247088,7.2e-06,1.34,0.178,4.776875,0.005575,4390.0,5.13444,3.7963,0.178134,53.3297,752.0,20.0,89.6811,0.26755,3654.0,157.0,4.69,0.01,0.55,0.02,,,0.548138,0.0202867,"23,46,50",found in faint-star QLP search,2022-04-20,2024-08-22,2025-07-31,0.24828571428571422,0.7300400000000001,0.4891628571428572
431871952,0,0,0,7516.01,,3,4,3,3,1,4,4,,,,,13.6742,0.007,1,PC,PC,qlp-s86-faintsearch,FAINT,55.886464,42.378379,20.118,0.088,-11.251,0.057,2460652.784228,0.0017199404793067,6.2494565152573,0.0012177212359715,1.3020437640753,0.39810007734855,36.686473,3.610274,33225.000895511,3319.6630894001,14.00787082369756,2.9510540192795474,19.439868059646,584.65745494659,20.9486248155,203.362,1.8295,3544.0,157.0,4.61163,0.0121811,0.647515,0.0197116,,,0.625261,0.0205354,86,found in faint-star QLP search,2025-10-30,2025-10-16,2025-10-31,0.23041857142857142,0.734766277740317,0.4825924245844442
406941612,5,1,8,912.01,,1,5,5,1,4,4,4,7.4,116.0,5.71,3.9,10.4904,0.007,1,PC,CP,spoc-s01-s69-b0A-PC,SPOC/QLP,229.328567,-80.473345,-450.955,0.04,-93.819,0.042,2458628.407636,0.0006210055,4.6780590186754,4.402943e-06,1.8117451832168,0.07460143,2.205457,0.072129,2029.239148005,66.43072,2.25248676870587,0.09304951,14.214599129899,495.22596131188,33.989044,26.1072,0.01665,3566.0,66.0,4.83519,0.370781,0.426465004682541,0.0127779,,,0.421006,0.0203416,"12,13,39,65,66",Potentially small planet (2.22 Re),2019-07-22,2024-09-08,2025-09-18,0.36835666354497265,0.5960639712809601,0.4822103174129664
27649847,11,2,11,521.01,,2,5,5,2,4,4,4,6.9,62.6,4.53,4.5,12.4029,0.007,1,PC,CP,spoc-s01-s72-b0A-PC,SPOC,123.344257,12.222108,90.409,0.092,80.695,0.05,2458492.716411,0.00060946733,1.5428486330164,4.1343974e-06,1.1958898098673,0.3204524,2.341727,0.14938,2154.4855780904,137.57423,1.96530323770976,1.1161664,60.017614493084,709.88734140145,20.505215,60.9425,0.22385,3439.0,69.0,4.97486,0.436074,0.420028001070023,0.0125005,,,0.413895,0.0202719,"7,34,44,45,46,71,72",L1 candidate,2019-03-22,2024-09-08,2025-09-18,0.42707657071522276,0.5318351732428086,0.4794558719790157
154616309,2,0,6,3397.01,,3,4,4,3,3,4,4,16.4,69.1,37.27,21.6,13.3153,0.007,1,PC,PC,qlp-s08-faintsearch,FAINT,122.217093,-28.937824,14.467,0.027,9.65,0.029,2459248.508703,0.0026846,3.6250244,1.63e-05,2.209,0.291,12.42652,0.019559,11380.0,18.0147,6.80665,0.356151,53.0463,751.0,15.0,180.84,0.6385,3811.0,157.0,4.63,0.01,0.63,0.02,,,0.610723,0.0202611,"7,8,34",found in faint-star QLP search,2021-06-16,2024-08-22,2025-07-31,0.12766666666666665,0.8211433333333333,0.47440499999999997
95057860,2,3,4,4201.01,,3,4,4,3,4,4,4,49.8,141.6,99.87,58.7,13.5011,0.008,1,PC,CP,qlp-s06-faintsearch,FAINT,90.474724,-13.461371,11.721,0.057,6.204,0.064,2458485.286309,0.0008542,3.5809733,0.0003732,2.18,0.115,40.765178,0.021199,36850.0,19.5244,12.0428,0.469155,40.4443,702.0,50.0,189.011,0.9885,3790.0,157.0,4.64,0.01,0.61,0.02,,,0.599491,0.0204013,6,found in faint-star QLP search,2021-07-12,2024-08-22,2025-07-31,0.15,0.7968533333333335,0.4734266666666668
305478010,0,0,0,3580.01,,5,5,5,5,5,5,5,38.2,132.4,61.78,40.3,13.2966,0.007,1,PC,FP,qlp-s16-faintsearch,FAINT,330.271302,38.530284,132.913,0.026,85.071,0.038,2458762.231266,0.0016564,3.121339,0.0001901,4.331,0.173,28.937075,0.007128,26300.0,6.56512,9.21314,0.317389,235.634,1091.0,38.0,153.214,0.5745,3858.0,157.0,4.69,0.01,0.56,0.02,,,0.5503,0.0203789,"15,16",found in faint-star QLP search,2021-06-23,2024-08-22,2025-07-31,0.15419047619047613,0.7882700000000001,0.4712302380952381
59128183,8,4,9,2453.01,,2,4,4,2,4,4,4,4.8,55.4,9.3,5.7,12.4223,0.007,1,PC,PC,spoc-s01-s72-b0A-PC,SPOC,74.837485,12.936353,45.943,0.072,-22.082,0.051,2458441.995227,0.0011121337,4.4414275451586,8.779901e-06,1.3934409739214,0.3768265,3.671449,0.30225,3375.8183276576,278.3439,3.00147765966501,1.1545687,21.748958523446,550.7815270864,12.849735,81.9043,0.3055,3609.0,157.0,4.73522,0.00801083,0.502497971057892,0.0147592,,,0.500519,0.0201673,"5,32,43,44,71",,2021-02-03,2024-11-15,2025-07-31,0.29923944786616724,0.6335401653433214,0.4663898066047443
415969908,6,3,51,233.01,,2,4,2,4,4,3,4,1.5,63.2,4.75,2.6,11.3018,0.007,1,PC,PC,spoc-s01-s69-b0A-PC,SPOC,343.708612,-18.912445,-317.835,0.074,-143.221,0.065,2458365.261451,0.0010309186,11.670028524666,1.4950281e-05,2.0534143023186,0.27208874,3.026677,0.151922,2783.7905215591,139.91542,2.02054989922314,0.51462334,4.0210338140158,361.16377259834,18.524107,33.773,0.04565,3644.0,64.0,4.79912,0.357198,0.380272001028061,0.0114291,,,0.36905,0.0203196,"2,29,42,69",possible multi,2018-11-29,2024-04-24,2025-07-31,0.36572342788605455,0.5617625754827614,0.46374300168440796
230982415,0,0,1,6848.01,TIC 230982415.01,3,4,3,3,1,4,4,27.6,129.2,114.52,54.8,13.6193,0.007,1,PC,PC,qlp-s69-faintsearch,FAINT,24.418283,-54.80939,34.281,0.033,-19.586,0.033,2460199.33583,0.0010563,7.5954765,0.0008384,2.533,0.092,50.088212,1.814913,45085.0,1670.2,13.1172,0.466418,11.0748,508.0,39.0,181.602,0.7345,3768.0,157.0,4.68,0.01,0.57,0.02,,,0.563806,0.0203751,69,found in faint-star QLP search,2023-12-12,2024-08-22,2025-07-31,0.1860952380952381,0.7362778524999999,0.461186545297619
459762279,2,1,3,5573.01,,3,5,5,3,4,4,4,11.1,74.1,62.66,27.9,13.6281,0.008,1,PC,CP,qlp-s47-faintsearch,FAINT,136.426,55.307131,-3.633,0.059,-56.98,0.057,2459600.45002,0.0021554,8.7960328,0.0018184,2.48,0.198,25.363612,0.023104,23090.0,21.2797,9.14959,0.40797,8.51849,475.0,22.0,186.562,1.311,3695.0,157.0,4.66,0.01,0.59,0.02,,,0.583474,0.0203947,47,found in faint-star QLP search,2022-05-17,2024-08-22,2025-07-31,0.20404761904761903,0.7179795080000001,0.46101356352380957
186810676,1,0,3,6303.01,,3,4,4,3,3,4,4,24.8,130.7,101.68,42.7,12.9386,0.007,1,PC,PC,qlp-s58-faintsearch,FAINT,46.78065,40.147174,32.941,0.069,-35.376,0.054,2459901.013491,0.0009429,9.4852479,2.07e-05,2.713,0.141,35.779427,1.63995,32417.0,1509.31,12.3024,0.468122,9.45481,488.0,36.0,152.219,1.1895,3848.0,157.0,4.63,0.01,0.63,0.02,,,0.60998,0.0202845,"18,58",found in faint-star QLP search,2023-05-03,2024-08-22,2025-07-31,0.11180952380952378,0.7956912815000002,0.453750402654762
63100069,0,0,4,7170.01,,1,4,4,1,1,4,4,11.7,71.1,12.52,10.0,12.8317,0.007,1,PC,PC,spoc-s01-s72-b0H,SPOC,117.974778,21.339953,21.523,0.059,-44.617,0.03,2460234.779918,0.0018409801,1.9170959611928,0.000116566174,1.0402081365384,0.23688762,4.370272,0.338027,4017.0792074143,311.28613,3.57411919785368,0.71360093,73.898565003569,747.78844638079,12.882789,106.54,0.386,3653.0,157.0,4.71723,0.00887026,0.523126006126404,0.0155389,,,0.52044,0.0202873,"71,72",no centroid info in s71 or s72; odd events in s72 are asymmetric; appears on target based on requested SPOC centroid,2024-12-13,2024-12-12,2025-07-31,0.26663028163001634,0.6184799411444242,0.44255511138722026
424747720,0,0,1,4188.01,,5,5,5,5,5,5,5,20.4,128.7,96.4,40.8,13.0123,0.008,1,PC,FP,spoc,SPOC,290.672257,-51.426409,-8.162,0.048,-37.911,0.045,2458655.604161,0.0006476378,10.281328392638,2.9710822e-05,2.4414916376118,0.07057238,41.310875,0.821865,37333.963168406,756.6788,11.875911930378,0.42105705,10.998280922514,464.46281678014,51.878952,148.134,0.8115,3919.0,169.0,4.63413,0.262631,0.593316972255707,0.0176925,,,0.582602,0.0203219,"13,27",,2021-07-08,2021-07-08,2025-07-31,0.10583630421048101,0.7784485468169,0.44214242551369054
424196109,0,1,6,5007.01,,3,5,5,3,4,4,4,47.2,117.3,78.83,50.3,13.6366,0.007,1,PC,CP,qlp-s39-faintsearch,FAINT,236.06387,-61.041365,-13.454,0.043,-29.894,0.048,2459384.64412,0.0034489,2.5432595,0.0006815,1.12,0.237,23.376029,0.171064,21300.0,157.543,10.6224,0.958412,23.828,615.0,10.0,203.352,1.235,3757.0,157.0,4.61,0.01,0.66,0.02,,,0.631249,0.0202704,39,found in faint-star QLP search; crowded field; slight depth aperture,2022-01-06,2024-08-22,2025-09-22,0.13080952380952376,0.7524533333333335,0.4416314285714287
434186655,2,0,2,6150.01,,3,4,3,3,3,4,4,130.8,213.2,124.65,98.1,13.5156,0.007,1,PC,PC,qlp-s56-faintsearch,FAINT,340.992089,22.288893,49.096,0.17,-19.975,0.132,2459851.633598,0.0013806,1.3094686,0.0001183,1.108,0.284,20.183535,23.493185,18418.0,21405.6,13.7943,4.12586,215.564,1067.0,19.0,209.656,4.5775,3818.0,157.0,4.6,0.01,0.66,0.02,,,0.635281,0.0212627,56,found in faint-star QLP search,2023-03-30,2024-08-22,2025-07-31,0.10466666666666662,0.7681866666666668,0.4364266666666667
79920467,2,1,10,3288.01,,3,4,4,3,3,4,4,106.1,193.5,103.5,79.0,13.2956,0.009,1,PC,PC,qlp-s13-faintsearch,FAINT,297.110316,-43.018001,-6.522,0.054,-20.114,0.036,2459057.730758,0.0004431,1.4338615,2.3e-06,1.61,0.065,34.594002,0.008855,31360.0,8.1561,12.3818,0.429787,158.892,989.0,60.0,200.5,1.5505,3913.0,157.0,4.59,0.01,0.67,0.02,,,0.641966,0.0204766,"13,27",found in faint-star QLP search,2021-06-04,2024-08-22,2025-07-31,0.05728571428571423,0.8142533333333334,0.43576952380952383
468777766,0,0,7,3750.01,,3,4,3,3,1,4,4,8.3,71.4,54.49,20.9,12.9865,0.007,1,PC,PC,qlp-s19-faintsearch,FAINT,76.423773,67.820318,8.267,0.023,-20.118,0.034,2458826.425862,0.001625,12.4844641,0.0014759,2.827,0.499,18.759802,0.023167,17130.0,21.3373,8.49489,0.407563,7.652,463.0,27.0,156.504,0.568,3815.0,157.0,4.63,0.01,0.63,0.02,,,0.611615,0.0202846,19,found in faint-star QLP search,2021-06-23,2024-08-22,2025-07-31,0.12595238095238093,0.7424163718333334,0.4341843763928572
73649615,6,8,3,756.01,,2,5,5,2,4,4,4,15.6,85.1,10.27,9.6,12.5554,0.007,1,PC,CP,spoc-s01-s65-b0A-PC,SPOC,192.103738,-45.470471,-216.372,0.066,29.209,0.066,2458570.647157,0.0007021669,1.2392569330831,5.450916e-06,1.0860452236936,0.10022035,3.172125,0.22395,2917.3714571321,206.24419,3.18112136952188,0.20957002,111.05579541808,827.95180317766,18.560932,86.1759,0.31365,3614.0,64.0,4.81257,0.359456,0.50762802362442,0.0151246,-0.475514,0.0826626,0.505544,0.020319,"10,11,37,64",,2019-06-05,2024-09-19,2025-10-17,0.293676555678958,0.5688712240270213,0.43127388985298964
219175972,3,0,14,2441.01,,2,4,2,2,3,4,4,1.2,36.8,9.14,4.1,12.8332,0.007,1,PC,PC,spoc-s01-s69-b0A-PC,SPOC,91.410152,-51.679614,-55.154,0.055,128.546,0.067,2458335.504214,0.0020075396,12.890089931189,3.187897e-05,2.5413228831492,0.249847,3.829293,0.22812,3520.6971104017,210.08447,2.96983170206523,0.29829437,4.1214232942846,363.39718175877,16.044466,84.5243,0.1908,3478.0,157.0,4.76582,0.00699459,0.467689990997314,0.0140024,,,0.465235,0.0203602,"1,5,7,11,28,31,32,33,34,38,61,65,68",,2021-01-06,2024-12-05,2025-07-31,0.3785876250494097,0.48318903847848105,0.43088833176394536
317417916,3,4,2,2781.01,,3,4,4,3,3,4,4,16.2,64.5,29.57,17.8,12.9395,0.007,1,PC,PC,qlp-s06-faintsearch,FAINT,87.820416,-13.381044,-25.7,2.294,-22.335,2.294,2459226.428052,0.001509,2.7636665,9.1e-06,1.279,0.194,6.938262,0.015066,6370.0,13.876,5.94208,0.353204,34.207,673.0,17.0,,,3868.0,157.0,4.57,0.02,0.7,0.02,,,0.662139,0.0222223,"6,33",found in faint-star QLP search,2021-06-03,2024-08-22,2025-07-31,0.05657142857142857,0.8003,0.4284357142857143
270716565,2,1,3,4728.01,,3,4,4,3,3,4,4,37.0,127.5,110.4,52.1,13.2415,0.008,1,PC,PC,qlp-s33-faintsearch,FAINT,104.856724,9.377591,9.185,0.06,-28.056,0.048,2459223.951267,0.0010576,6.0879495,1.4e-05,1.639,0.304,29.405502,0.083339,26720.0,76.755,12.8134,0.745785,12.8029,526.0,26.0,196.016,1.4125,3971.0,157.0,4.6,0.01,0.66,0.02,,,0.636409,0.0204111,"6,33",found in faint-star QLP search,2021-12-21,2024-08-22,2025-07-31,0.039095238095238044,0.8061140908333333,0.4226046644642857
202185707,6,2,15,4325.01,,2,4,2,2,4,4,4,11.4,89.7,6.36,5.9,11.8206,0.007,1,PC,PC,spoc,SPOC,101.848588,6.128717,74.438,0.126,-169.751,0.11,2458469.368876,0.0007408795,1.6500673350986,1.2731499e-05,0.91986787096352,0.27313098,2.945833,0.359868,2709.534957568,331.39545,2.39900778402387,1.2909414,60.779052926319,712.12827820355,10.393739,51.0354,0.20495,3896.0,147.0,4.70541,0.396179,0.454048991203308,0.0138638,,,0.450871,0.0205581,"6,33",underlying SV at a much shorter period; signal could be linked to that,2021-07-27,2021-07-26,2025-07-31,0.20853876776922323,0.620758392304224,0.4146485800367236
176772671,0,0,2,2603.01,,5,5,5,5,5,5,5,84.8,166.8,92.59,77.4,13.8995,0.008,1,PC,FP,spoc-s01-s65-b0A-PC,SPOC,142.566679,-18.843066,,,,,2459255.821724,0.0002676058,1.3326579267148,1.8202712e-06,1.5960594832428,0.046687964,41.25634,0.97058,37285.609077546,893.5374,11.596832490388222,0.51141644,195.70651442621,953.94002278524,46.25219,,,3947.0,157.0,4.65587,0.0152716,0.5944910049438477,0.0222335,,,0.583571,0.0231377,"35,62",possibly synchronized,2021-04-12,2025-07-09,2025-10-28,0.09305361575172058,0.7332686494414268,0.41316113259657367
